epoch,train_total_loss,train_task_loss,train_recon_loss,train_anchor_recon_loss,train_omega_entropy_penalty,train_omega_entropy_band_violation_share,train_z_anchor_loss,train_grad_norm,train_grad_norm_total,train_grad_norm_main,train_grad_norm_proxy_head,train_clip_applied,val_total_loss,val_task_loss,val_recon_loss,val_anchor_recon_loss,val_omega_entropy_penalty,val_omega_entropy_band_violation_share,val_z_anchor_loss,val_mse,val_mae,val_r2,val_kstar_mean,val_kstar_std,val_kstar_anchor_proxy_index,val_kstar_anchor_expected_sign,val_kstar_proxy_spearman_rho,val_kstar_proxy_spearman_p,val_kstar_proxy_spearman_adjusted_rho,val_kstar_proxy_metric_valid,val_kstar_proxy_mean_spearman_rho,val_kstar_proxy_mean_spearman_p,val_kstar_proxy_mean_spearman_adjusted_rho,val_kstar_proxy_mean_metric_valid,val_kstar_proxy_1_spearman_rho,val_kstar_proxy_1_spearman_p,val_kstar_proxy_1_spearman_adjusted_rho,val_kstar_proxy_1_metric_valid,val_kstar_proxy_government_effectiveness_spearman_rho,val_kstar_proxy_government_effectiveness_spearman_adjusted_rho,val_kstar_proxy_2_spearman_rho,val_kstar_proxy_2_spearman_p,val_kstar_proxy_2_spearman_adjusted_rho,val_kstar_proxy_2_metric_valid,val_kstar_proxy_regulatory_quality_spearman_rho,val_kstar_proxy_regulatory_quality_spearman_adjusted_rho,val_kstar_proxy_3_spearman_rho,val_kstar_proxy_3_spearman_p,val_kstar_proxy_3_spearman_adjusted_rho,val_kstar_proxy_3_metric_valid,val_kstar_proxy_rule_of_law_spearman_rho,val_kstar_proxy_rule_of_law_spearman_adjusted_rho,val_kstar_anchor_q1_mean,val_kstar_anchor_q1_count,val_kstar_anchor_q2_mean,val_kstar_anchor_q2_count,val_kstar_anchor_q3_mean,val_kstar_anchor_q3_count,val_kstar_anchor_q4_mean,val_kstar_anchor_q4_count,val_omega_entropy_mean,val_omega_entropy_std,val_omega_top1_share,val_omega_peak_share_1,val_omega_peak_share_2,val_omega_peak_share_3,val_omega_peak_share_4,val_omega_peak_share_5,val_omega_peak_share_6,val_omega_peak_share_7,val_omega_peak_share_8,val_omega_peak_share_9,val_omega_peak_share_10,val_z_std,val_z_proxy_spearman_rho,val_z_proxy_spearman_p,val_z_proxy_spearman_adjusted_rho,val_z_proxy_metric_valid,val_z_anchor_spearman_rho,val_z_anchor_spearman_p,val_z_anchor_expected_sign,val_z_anchor_adjusted_rho,val_z_anchor_metric_valid,val_lag_gate_sensitivity_slope,val_lag_gate_sensitivity_range,val_lag_gate_grid_min_kstar,val_lag_gate_grid_max_kstar,val_proxy_recon_r2,val_proxy_anchor_recon_r2,val_proxy_metric_valid,val_proxy_1_recon_r2,val_proxy_proxy_government_effectiveness_recon_r2,val_proxy_2_recon_r2,val_proxy_proxy_regulatory_quality_recon_r2,val_proxy_3_recon_r2,val_proxy_proxy_rule_of_law_recon_r2
1.0,1.9259512424468994,1.7801238298416138,1.4582747220993042,0.8941045999526978,0.0,0.0,0.0,9.73053372105817,9.73053372105817,9.73019844106953,0.0807761973493912,1.0,16.49531364440918,16.349632263183594,1.4568079710006714,0.8924562335014343,0.0,0.0,0.0,16.34963170207362,2.444747339327159,0.0015729392856771256,5.5,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,5.5,20.0,5.5,19.0,5.5,19.0,5.5,20.0,2.3025851124040755,4.440892098500626e-16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16845302974253024,0.6037127429532493,4.889201864391896e-09,-0.6037127429532493,1.0,0.6037127429532493,4.889201864391896e-09,-1.0,-0.6037127429532493,1.0,-1.3843755899573074,0.6486353874206543,4.557235240936279,5.205870628356934,-0.45680785064507506,0.10754370252420353,1.0,0.10754370252420353,0.10754370252420353,-0.9705146450492157,-0.9705146450492157,-0.5074526094102139,-0.5074526094102139
2.0,1.5455420017242432,1.399861216545105,1.4568079710006714,0.8924562335014343,0.0,0.0,0.0,4.726312630224828,4.726312630224828,4.725615035595266,0.08120107129024326,1.0,15.939290046691895,15.793693542480469,1.4559677839279175,0.8903456330299377,0.0,0.0,0.0,15.793693319924545,2.3512185589056145,0.05129099536231548,5.5,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,5.5,20.0,5.5,19.0,5.5,19.0,5.5,20.0,2.3025851124040755,4.440892098500626e-16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17058613687312088,0.6095550019600653,3.1638922465787196e-09,-0.6095550019600653,1.0,0.6095550019600653,3.1638922465787196e-09,-1.0,-0.6095550019600653,1.0,-1.3785181307673047,0.6487231254577637,4.54970645904541,5.198429584503174,-0.45596766260580773,0.1096543834803021,1.0,0.1096543834803021,0.1096543834803021,-0.9661535259134695,-0.9661535259134695,-0.5114038453842569,-0.5114038453842569
3.0,1.3820700645446777,1.2364733219146729,1.4559677839279175,0.8903456330299377,0.0,0.0,0.0,4.514938809587168,4.514938809587168,4.514212301318602,0.08099230173419802,1.0,15.80405330657959,15.658392906188965,1.4566009044647217,0.8839060664176941,0.0,0.0,0.0,15.658391625234959,2.317575467012138,0.07090570957930532,5.5,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,5.5,20.0,5.5,19.0,5.5,19.0,5.5,20.0,2.3025851124040755,4.440892098500626e-16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1771034002551727,0.6174458452939465,1.7327961456809313e-09,-0.6174458452939465,1.0,0.6174458452939465,1.7327961456809313e-09,-1.0,-0.6174458452939465,1.0,-1.3712271435896368,0.6662936210632324,4.533957481384277,5.20025110244751,-0.4566009397473165,0.11609399918727803,1.0,0.11609399918727803,0.11609399918727803,-0.9632650757894416,-0.9632650757894416,-0.5226317426397873,-0.5226317426397873
4.0,1.2422384023666382,1.0965783596038818,1.4566009044647217,0.8839060664176941,0.0,0.0,0.0,2.9524049769913994,2.9524049769913994,2.951298425616627,0.08082543607308276,1.0,15.915513038635254,15.769657135009766,1.4585610628128052,0.8735095262527466,0.0,0.0,0.0,15.769656605931827,2.321032121938725,0.06957045338206379,5.5,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,5.5,20.0,5.5,19.0,5.5,19.0,5.5,20.0,2.3025851124040755,4.440892098500626e-16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18735866624321937,0.6317100620898088,5.587421388522225e-10,-0.6317100620898088,1.0,0.6317100620898088,5.587421388522225e-10,-1.0,-0.6317100620898088,1.0,-1.3666891039752211,0.696556568145752,4.5171589851379395,5.213715553283691,-0.45856099610537077,0.12649040211811668,1.0,0.12649040211811668,0.12649040211811668,-0.96550464401996,-0.96550464401996,-0.5366687464142705,-0.5366687464142705
5.0,1.149242639541626,1.0033864974975586,1.4585610628128052,0.8735095262527466,0.0,0.0,0.0,2.661852619275544,2.661852619275544,2.6606244119085076,0.08085236855269487,1.0,15.9607515335083,15.81464672088623,1.4610443115234375,0.8616641163825989,0.0,0.0,0.0,15.81464708581464,2.3188098817208034,0.06958882751940566,5.5,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,5.5,20.0,5.5,19.0,5.5,19.0,5.5,20.0,2.3025851124040755,4.440892098500626e-16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19903852256067614,0.6414977427635655,2.4836894740070235e-10,-0.6414977427635655,1.0,0.6414977427635655,2.4836894740070235e-10,-1.0,-0.6414977427635655,1.0,-1.3650304904379824,0.7301392555236816,4.502958297729492,5.233097553253174,-0.46104412649204374,0.13833590608586832,1.0,0.13833590608586832,0.13833590608586832,-0.9702970702216469,-0.9702970702216469,-0.5511712153403534,-0.5511712153403534
6.0,1.0776817798614502,0.9315773248672485,1.4610443115234375,0.8616641163825989,0.0,0.0,0.0,2.3103541445974396,2.3103541445974396,2.30893402984453,0.0809933286417216,1.0,15.877951622009277,15.731538772583008,1.464128851890564,0.8481392860412598,0.0,0.0,0.0,15.731538471393701,2.296431056683501,0.07702516785112123,5.5,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,5.5,20.0,5.5,19.0,5.5,19.0,5.5,20.0,2.3025851124040755,4.440892098500626e-16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21233612400614674,0.6479469897191417,1.4326050015029074e-10,-0.6479469897191417,1.0,0.6479469897191417,1.4326050015029074e-10,-1.0,-0.6479469897191417,1.0,-1.3667182695841738,0.7681198120117188,4.491605758666992,5.259725570678711,-0.46412865754163946,0.15186068691922638,1.0,0.15186068691922638,0.15186068691922638,-0.9779299126992826,-0.9779299126992826,-0.5663167468448631,-0.5663167468448631
7.0,1.0196013450622559,0.8731884360313416,1.464128851890564,0.8481392860412598,0.0,0.0,0.0,1.4663804435236303,1.4663804435236303,1.4641267946548573,0.08126705557759509,1.0,15.720355987548828,15.573586463928223,1.4676926136016846,0.8336341977119446,0.0,0.0,0.0,15.573583973868281,2.2634658106089307,0.0898115009885867,5.5,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,5.5,20.0,5.5,19.0,5.5,19.0,5.5,20.0,2.3025851124040755,4.440892098500626e-16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22680252415834082,0.6544974013328443,8.081915563770536e-11,-0.6544974013328443,1.0,0.6544974013328443,8.081915563770536e-11,-1.0,-0.6544974013328443,1.0,-1.3661879429673844,0.8137621879577637,4.475168704986572,5.288930892944336,-0.4676925335215107,0.16636577202198766,1.0,0.16636577202198766,0.16636577202198766,-0.9869251547499758,-0.9869251547499758,-0.5825182178365444,-0.5825182178365444
8.0,0.9795319437980652,0.8327626585960388,1.4676926136016846,0.8336341977119446,0.0,0.0,0.0,1.732496577407381,1.732496577407381,1.730572450075363,0.08162956430390182,1.0,15.587651252746582,15.440486907958984,1.4716440439224243,0.8185075521469116,0.0,0.0,0.0,15.440484845268175,2.23532098157005,0.10200421066610504,5.5,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,5.5,20.0,5.5,19.0,5.5,19.0,5.5,20.0,2.3025851124040755,4.440892098500626e-16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24226934288496182,0.6644621201583226,3.291829271221849e-11,-0.6644621201583226,1.0,0.6644621201583226,3.291829271221849e-11,-1.0,-0.6644621201583226,1.0,-1.3643166702498681,0.8595356941223145,4.457427978515625,5.3169636726379395,-0.47164394957279826,0.1814923953758386,1.0,0.1814923953758386,0.1814923953758386,-0.9962746849639326,-0.9962746849639326,-0.6001495591303014,-0.6001495591303014
9.0,0.9387543201446533,0.7915899157524109,1.4716440439224243,0.8185075521469116,0.0,0.0,0.0,1.4755352711502434,1.4755352711502434,1.4732521509262806,0.0820514241162825,1.0,15.484724044799805,15.33713436126709,1.4758926630020142,0.8029945492744446,0.0,0.0,0.0,15.337132842693876,2.2119980657644347,0.11228387893213154,5.5,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,5.5,20.0,5.5,19.0,5.5,19.0,5.5,20.0,2.3025851124040755,4.440892098500626e-16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2584480182322201,0.6748567887808394,1.2429591455519997e-11,-0.6748567887808394,1.0,0.6748567887808394,1.2429591455519997e-11,-1.0,-0.6748567887808394,1.0,-1.362206072500228,0.9066967964172363,4.439359664916992,5.3460564613342285,-0.47589254710917944,0.19700538400012324,1.0,0.19700538400012324,0.19700538400012324,-1.0060532227197307,-1.0060532227197307,-0.618629802607932,-0.618629802607932
10.0,0.9020606279373169,0.7544713616371155,1.4758926630020142,0.8029945492744446,0.0,0.0,0.0,0.9412322508191315,0.9412322508191315,0.9376060868997612,0.08254075230191474,1.0,15.319402694702148,15.171391487121582,1.4801089763641357,0.7878817319869995,0.0,0.0,0.0,15.171390577435906,2.1759652187112466,0.12559047056221048,5.5,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,5.5,20.0,5.5,19.0,5.5,19.0,5.5,20.0,2.3025851124040755,4.440892098500626e-16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2743713506340182,0.6812301622428204,6.707554093214889e-12,-0.6812301622428204,1.0,0.6812301622428204,6.707554093214889e-12,-1.0,-0.6812301622428204,1.0,-1.3602676335708244,0.9527115821838379,4.422316074371338,5.375027656555176,-0.4801089251730548,0.21211824736597984,1.0,0.21211824736597984,0.21211824736597984,-1.015914381981203,-1.015914381981203,-0.6365306409039426,-0.6365306409039426
