experiment,model,ablation,feature_bundle,seed,max_lag,seq_features,best_epoch,train_years,val_years,test_years,proxy_static_cross_section_degenerate,target_entity_mean_degenerate,zero_variance_proxy_static_columns,summary_path,test_mse,test_mae,test_r2,test_r2_delta_vs_train_mean,test_r2_delta_vs_entity_mean,test_r2_delta_vs_persistence,test_r2_delta_vs_panel_ols,test_r2_delta_vs_grouped_ardl,test_kstar_mean,test_kstar_std,test_kstar_proxy_spearman_adjusted_rho,test_kstar_proxy_mean_spearman_adjusted_rho,test_lag_gate_sensitivity_range,test_omega_entropy_mean,test_omega_top1_share,test_proxy_recon_r2,test_proxy_anchor_recon_r2,test_baseline_grouped_ardl_r2,test_baseline_grouped_ardl_effective_lag_mean,run_group
multiseq_overlap_region_proxy_uniform_lag_seed18,cmdl,uniform_lag,multiseq_overlap_region_proxy,18,2,6,11,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_uniform_lag_seed18\summary.json,27.71096612497775,5.256707841441745,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,0.7345126867294312,0.6931471805599453,1.0,0.1573473100344287,0.2850717886951632,0.0,1.5102827032054371,Uniform Lag
multiseq_overlap_region_proxy_uniform_lag_seed19,cmdl,uniform_lag,multiseq_overlap_region_proxy,19,2,6,10,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_uniform_lag_seed19\summary.json,32.51404711470268,5.691107273811386,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,0.0024143457412719,0.6931471805599453,1.0,0.2830402180109673,0.001542895504593,0.0,1.5102827032054371,Uniform Lag
multiseq_overlap_region_proxy_uniform_lag_seed2,cmdl,uniform_lag,multiseq_overlap_region_proxy,2,2,6,9,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_uniform_lag_seed2\summary.json,25.56636268150756,5.046078994160607,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,3.5762786865234375e-07,0.6931471805599453,1.0,0.3829455891482032,0.7110209824037687,0.0,1.5102827032054371,Uniform Lag
multiseq_overlap_region_proxy_uniform_lag_seed3,cmdl,uniform_lag,multiseq_overlap_region_proxy,3,2,6,13,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_uniform_lag_seed3\summary.json,29.061457418695586,5.386395062719073,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,0.738956093788147,0.6931471805599453,1.0,0.3079281593821654,0.5086626858387762,0.0,1.5102827032054371,Uniform Lag
multiseq_overlap_region_proxy_uniform_lag_seed4,cmdl,uniform_lag,multiseq_overlap_region_proxy,4,2,6,9,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_uniform_lag_seed4\summary.json,24.341521301311158,4.930059799126217,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,0.0065438747406005,0.6931471805599453,1.0,0.1059302638770344,0.302399151317444,0.0,1.5102827032054371,Uniform Lag
multiseq_overlap_region_proxy_uniform_lag_seed5,cmdl,uniform_lag,multiseq_overlap_region_proxy,5,2,6,8,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_uniform_lag_seed5\summary.json,37.85822296272728,6.128507966086978,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,0.0,0.6931471805599453,1.0,0.1028634371571043,0.1476255916462838,0.0,1.5102827032054371,Uniform Lag
multiseq_overlap_region_proxy_uniform_lag_seed6,cmdl,uniform_lag,multiseq_overlap_region_proxy,6,2,6,11,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_uniform_lag_seed6\summary.json,25.312073117193904,5.023911904721033,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,5.960464477539063e-06,0.6931471805599453,1.0,0.3280882896150398,0.0067308432556996,0.0,1.5102827032054371,Uniform Lag
multiseq_overlap_region_proxy_uniform_lag_seed7,cmdl,uniform_lag,multiseq_overlap_region_proxy,7,2,6,12,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_uniform_lag_seed7\summary.json,26.501432483229344,5.142548041684287,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,2.264976501464844e-06,0.6931471805599453,1.0,0.2282283158644072,0.1395934490357061,0.0,1.5102827032054371,Uniform Lag
multiseq_overlap_region_proxy_uniform_lag_seed8,cmdl,uniform_lag,multiseq_overlap_region_proxy,8,2,6,13,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_uniform_lag_seed8\summary.json,27.96080622657418,5.2793219309477575,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,3.5762786865234375e-07,0.6931471805599453,1.0,0.1209422965356726,0.3100465343012195,0.0,1.5102827032054371,Uniform Lag
multiseq_overlap_region_proxy_uniform_lag_seed9,cmdl,uniform_lag,multiseq_overlap_region_proxy,9,2,6,11,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\multiseq_overlap_region_proxy_uniform_lag_seed9\summary.json,25.34467075918624,5.032470510119484,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,1.9073486328125e-06,0.6931471805599453,1.0,0.0542495791606138,0.0374389013115328,0.0,1.5102827032054371,Uniform Lag
single_feature_region_proxy_cmdl_seed0,cmdl,none,single_overlap_region_proxy,0,2,1,8,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\single_feature_region_proxy_cmdl_seed0\summary.json,21.666007393156576,4.652781452451434,0.0,0.0,0.0,0.0,0.0,0.0,1.8137210607528689,9.685390528941754e-05,-0.5636363636363637,-0.7571428571428571,0.0002590417861938,0.4807819944317302,1.0,0.1190247062097108,0.1766426892528833,0.0,1.4712622703324116,Single CMDL
single_feature_region_proxy_cmdl_seed1,cmdl,none,single_overlap_region_proxy,1,2,1,10,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\single_feature_region_proxy_cmdl_seed1\summary.json,24.888404130769004,4.987057146571932,0.0,0.0,0.0,0.0,0.0,0.0,1.8223921060562132,5.522394435958526e-05,0.7402597402597402,0.4714285714285714,0.0001559257507324,0.4677468334450214,1.0,0.3725281689760442,0.374579962705188,0.0,1.4712622703324116,Single CMDL
single_feature_region_proxy_cmdl_seed10,cmdl,none,single_overlap_region_proxy,10,2,1,9,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\single_feature_region_proxy_cmdl_seed10\summary.json,22.45928400853264,4.735717143331256,0.0,0.0,0.0,0.0,0.0,0.0,1.07351815700531,1.2221514965963717e-06,-0.0,-0.0,3.6954879760742183e-06,0.2626456865904274,1.0,0.4417274238157286,0.5799640309192766,0.0,1.4712622703324116,Single CMDL
single_feature_region_proxy_cmdl_seed11,cmdl,none,single_overlap_region_proxy,11,2,1,8,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\single_feature_region_proxy_cmdl_seed11\summary.json,24.552587370805902,4.95051151797885,0.0,0.0,0.0,0.0,0.0,0.0,1.8128336668014529,1.556681360608293e-07,-0.0,-0.0,4.76837158203125e-07,0.4820881141950108,1.0,0.4633494793649905,0.6360098741070241,0.0,1.4712622703324116,Single CMDL
single_feature_region_proxy_cmdl_seed12,cmdl,none,single_overlap_region_proxy,12,2,1,12,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\single_feature_region_proxy_cmdl_seed12\summary.json,25.76708543563387,5.071637585049584,0.0,0.0,0.0,0.0,0.0,0.0,1.0727022886276243,1.7986955549325098e-07,-0.0,-0.0,4.76837158203125e-07,0.2605734786193918,1.0,0.4440688216907609,0.4476480417476006,0.0,1.4712622703324116,Single CMDL
single_feature_region_proxy_cmdl_seed13,cmdl,none,single_overlap_region_proxy,13,2,1,9,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\single_feature_region_proxy_cmdl_seed13\summary.json,26.36202472727877,5.130827960513887,0.0,0.0,0.0,0.0,0.0,0.0,1.821307897567749,1.6632437337602258e-06,-0.0,-0.0,5.4836273193359375e-06,0.4694042827946872,1.0,0.1171325167528825,0.0052841871987139,0.0,1.4712622703324116,Single CMDL
single_feature_region_proxy_cmdl_seed14,cmdl,none,single_overlap_region_proxy,14,2,1,11,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\single_feature_region_proxy_cmdl_seed14\summary.json,22.044174088771832,4.690692836330051,0.0,0.0,0.0,0.0,0.0,0.0,1.0765974521636963,1.973117877137353e-06,-0.0,-0.0,5.841255187988281e-06,0.2703796335579951,1.0,0.1380795035248021,0.0174764008077442,0.0,1.4712622703324116,Single CMDL
single_feature_region_proxy_cmdl_seed15,cmdl,none,single_overlap_region_proxy,15,2,1,11,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\single_feature_region_proxy_cmdl_seed15\summary.json,21.834200894550605,4.670332653181894,0.0,0.0,0.0,0.0,0.0,0.0,1.8119977712631223,9.44879585367877e-06,0.015635262099882,-0.3928359602595374,2.539157867431641e-05,0.4833133740222967,1.0,0.130019354113328,0.0854224385414297,0.0,1.4712622703324116,Single CMDL
single_feature_region_proxy_cmdl_seed16,cmdl,none,single_overlap_region_proxy,16,2,1,8,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\single_feature_region_proxy_cmdl_seed16\summary.json,25.8957706211774,5.085004201957157,0.0,0.0,0.0,0.0,0.0,0.0,1.821495771408081,1.725546990527501e-07,-0.0,-0.0,4.76837158203125e-07,0.4691178116828058,1.0,0.087980992702806,0.0001523655128458,0.0,1.4712622703324116,Single CMDL
single_feature_region_proxy_cmdl_seed17,cmdl,none,single_overlap_region_proxy,17,2,1,11,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\single_feature_region_proxy_cmdl_seed17\summary.json,20.45495873855524,4.517187601044064,0.0,0.0,0.0,0.0,0.0,0.0,1.8116371631622317,1.0405439864921207e-07,-0.0,-0.0,3.5762786865234375e-07,0.4838402281366747,1.0,0.5632141945808693,0.6965442290081312,0.0,1.4712622703324116,Single CMDL
single_feature_region_proxy_cmdl_seed18,cmdl,none,single_overlap_region_proxy,18,2,1,8,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\single_feature_region_proxy_cmdl_seed18\summary.json,23.01214406565337,4.792159191199711,0.0,0.0,0.0,0.0,0.0,0.0,1.8138442039489744,6.204951795823102e-07,-0.0,-0.0,1.6689300537109375e-06,0.4806006156951748,1.0,0.5523688698587342,0.5381594275665441,0.0,1.4712622703324116,Single CMDL
single_feature_region_proxy_cmdl_seed19,cmdl,none,single_overlap_region_proxy,19,2,1,9,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\single_feature_region_proxy_cmdl_seed19\summary.json,22.41774606756706,4.730741574650719,0.0,0.0,0.0,0.0,0.0,0.0,1.075139045715332,3.4922504950354e-06,-0.0,-0.0,1.0371208190917969e-05,0.2667335283662338,1.0,0.2888241755580789,0.0679055803505477,0.0,1.4712622703324116,Single CMDL
single_feature_region_proxy_cmdl_seed2,cmdl,none,single_overlap_region_proxy,2,2,1,7,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\single_feature_region_proxy_cmdl_seed2\summary.json,23.970097023588647,4.8920977626528055,0.0,0.0,0.0,0.0,0.0,0.0,1.074580192565918,1.5868803467376097e-06,-0.0,-0.0,4.410743713378906e-06,0.265328597102065,1.0,0.5074340610961108,0.6852179342322033,0.0,1.4712622703324116,Single CMDL
single_feature_region_proxy_cmdl_seed3,cmdl,none,single_overlap_region_proxy,3,2,1,13,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\single_feature_region_proxy_cmdl_seed3\summary.json,23.396005838677343,4.834943408057804,0.0,0.0,0.0,0.0,0.0,0.0,1.823464512825012,5.987704134938492e-07,-0.0,-0.0,1.3113021850585938e-06,0.4660991479563338,1.0,0.2266515870237159,0.3388030913583557,0.0,1.4712622703324116,Single CMDL
single_feature_region_proxy_cmdl_seed4,cmdl,none,single_overlap_region_proxy,4,2,1,8,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\single_feature_region_proxy_cmdl_seed4\summary.json,22.286177235504763,4.716919791130793,0.0,0.0,0.0,0.0,0.0,0.0,1.8136225938797,2.147118365761142e-06,-0.0,-0.0,5.7220458984375e-06,0.4809272726089338,1.0,0.2871844351246633,0.4307757111713068,0.0,1.4712622703324116,Single CMDL
single_feature_region_proxy_cmdl_seed5,cmdl,none,single_overlap_region_proxy,5,2,1,9,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\single_feature_region_proxy_cmdl_seed5\summary.json,23.121582137529803,4.8045888202531,0.0,0.0,0.0,0.0,0.0,0.0,1.822425842285156,9.258307973714152e-08,-0.0,-0.0,2.384185791015625e-07,0.4676951508936195,1.0,0.1909436761212608,0.2590514482662962,0.0,1.4712622703324116,Single CMDL
single_feature_region_proxy_cmdl_seed6,cmdl,none,single_overlap_region_proxy,6,2,1,13,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\single_feature_region_proxy_cmdl_seed6\summary.json,24.24354748963604,4.921513128848303,0.0,0.0,0.0,0.0,0.0,0.0,1.072636961936951,3.4935605306928552e-06,-0.4941367654740259,-0.3461564940194034,8.463859558105469e-06,0.2604069127938005,1.0,0.4721179124031036,0.6116872896770147,0.0,1.4712622703324116,Single CMDL
single_feature_region_proxy_cmdl_seed7,cmdl,none,single_overlap_region_proxy,7,2,1,9,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\single_feature_region_proxy_cmdl_seed7\summary.json,22.41167211579381,4.730512772287641,0.0,0.0,0.0,0.0,0.0,0.0,1.813963770866394,0.0001405070518002,-0.0909090909090909,-0.464935064935065,0.0004516839981079,0.4804243575483038,1.0,0.1499896260819919,0.1742429916697727,0.0,1.4712622703324116,Single CMDL
single_feature_region_proxy_cmdl_seed8,cmdl,none,single_overlap_region_proxy,8,2,1,22,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\single_feature_region_proxy_cmdl_seed8\summary.json,24.60006838416009,4.957949723516192,0.0,0.0,0.0,0.0,0.0,0.0,1.818960428237915,5.156682763406556e-07,-0.0,-0.0,1.5497207641601562e-06,0.4729659870860108,1.0,0.1293695188460021,0.0006981783661584,0.0,1.4712622703324116,Single CMDL
single_feature_region_proxy_cmdl_seed9,cmdl,none,single_overlap_region_proxy,9,2,1,10,"2019,2020,2021","2020,2021,2022","2021,2022,2023",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\suite_region_proxy\single_feature_region_proxy_cmdl_seed9\summary.json,23.909047569877387,4.886245784305391,0.0,0.0,0.0,0.0,0.0,0.0,1.82295823097229,4.1714561714158375e-08,-0.0,-0.0,1.1920928955078125e-07,0.4668776421579802,1.0,0.3195280527882977,0.3728250925288228,0.0,1.4712622703324116,Single CMDL
